nome,genero,presenca_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,data_nascimento,salario_bruto,quant_viagem,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par
 JOSIAS MARIO DA VITORIA,M,89,3,0,0,0,0, 02/06/1971,"33.763,00",0,"1.103.849,80","109.916,03","109.232,89","110.340,24","110.968,15","110.968,15","110.968,15","111.559,84","110.395,01","111.192,57","108.308,77",0,0,"336.091,49","39.721,75","61.373,19","36.361,78","48.373,97","37.143,23","27.515,03","30.632,01","27.567,15","23.415,71","3.962,95",0,0
 DAGOBERTO NOGUEIRA FILHO,M,80,2,10,4,0,0, 21/07/1955,"33.763,00",0,"1.111.346,73","111.166,05","111.277,60","111.277,60","111.277,60","111.277,60","111.277,60","110.863,55","110.859,05","110.859,05","111.211,03",0,0,"386.909,13","33.561,82","43.913,03","45.172,41","46.082,30","39.158,72","43.879,61","41.129,03","39.057,91","31.905,09","23.049,21",0,0
 CRISTIANO DUTRA VALE,M,80,0,12,25,3,5, 10/04/1970,"33.763,00",0,"1.053.658,38","110.040,22","103.847,89","110.040,22","105.919,51","103.859,15","98.892,22","97.650,62","104.977,00","107.755,43","110.676,12",0,0,"326.930,23","20.452,98","49.639,93","30.338,48","43.108,68","49.829,99","38.126,87","26.721,78","30.470,89","32.141,42","5.873,85",0,0
 FREDERICO DE CASTRO ESCALEIRA,M,83,9,0,24,56,0, 24/03/1977,"33.763,00",0,"1.106.826,40","111.212,41","111.201,53","110.944,53","108.641,77","111.313,96","110.772,89","111.313,96","110.891,90","111.313,96","109.219,49",0,0,"309.442,84","31.170,62","36.914,75","41.257,27","38.087,59","42.514,00","33.769,22","28.862,16","24.728,50","11.486,99","20.435,08",0,0
 ZACARIAS CALIL HAMU,M,82,4,6,85,26,6, 05/11/1953,"33.763,00",0,"806.210,41","83.672,50","77.891,18","81.413,26","83.956,98","83.956,98","83.754,79","77.891,18","77.891,18","77.891,18","77.891,18",0,0,"227.416,04","25.614,66","32.870,88","33.504,56","32.975,66","32.600,29","18.394,14","17.770,75","7.364,25","5.362,04","20.331,91",0,0
 EDILAZIO GOMES DA SILVA JUNIOR,M,87,0,5,12,0,1, 04/05/1981,"33.763,00",0,"1.113.908,02","111.402,54","111.185,22","111.659,65","111.166,30","111.659,65","111.659,65","111.659,65","110.963,46","111.241,12","111.310,78",0,0,"269.430,92","29.645,70","67.991,37","21.709,65","54.054,00","19.692,50","28.378,82","18.023,27","5.308,77","14.235,23","10.391,61",0,0
 LEONARDO RIBEIRO ALBUQUERQUE,M,91,1,0,27,2,1, 14/06/1978,"33.763,00",0,"1.047.250,04","99.981,22","100.959,57","99.231,78","108.961,58","104.982,41","110.759,92","111.287,34","105.356,57","102.212,41","103.517,24",0,0,"313.609,03","42.371,40","34.110,23","43.935,60","51.992,40","41.703,89","36.956,95","29.525,44","11.128,25","9.478,35","12.121,45",0,0
 DAMIÃO FELICIANO DA SILVA,M,81,1,10,29,24,7, 28/04/1952,"33.763,00",0,"1.061.513,65","111.054,03","106.603,56","94.753,60","91.868,67","107.855,77","111.429,12","111.429,12","109.759,06","107.977,67","108.783,05",0,0,"296.601,23","33.696,89","30.513,30","45.137,92","53.251,62","39.985,25","21.830,00","19.723,61","12.971,79","10.939,09","27.967,01",0,0
 EDUARDO NANTES BOLSONARO,M,76,2,14,27,12,6, 10/07/1984,"33.763,00",1,"1.098.174,63","111.598,86","111.533,88","111.447,23","111.308,14","109.360,58","109.301,13","107.577,22","107.577,22","108.466,86","110.003,51",0,0,"289.240,67","19.129,11","45.801,56","20.862,74","34.033,24","20.812,35","36.151,56","54.678,40","29.120,22","20.452,30","7.817,74",0,0
 EDUARDO HENRIQUE MAIA BISMARCK,M,81,0,11,72,9,7, 14/11/1981,"33.763,00",1,"1.081.811,75","108.439,60","100.116,32","102.925,37","105.453,61","109.885,00","110.998,37","110.998,37","110.998,37","110.998,37","110.998,37",0,0,"384.464,17","42.771,78","48.433,07","53.046,89","40.615,87","53.171,37","35.061,57","49.986,03","24.512,53","5.591,91","31.221,24",0,0
 EDUARDO LUIZ BARROS BARBOSA,M,92,0,0,90,17,0, 25/08/1958,"33.763,00",0,"1.114.565,19","111.453,35","111.453,35","111.453,35","111.453,35","111.453,35","111.453,35","111.453,35","111.453,35","111.453,35","111.485,04",0,0,"244.717,26","22.913,32","25.992,80","30.951,65","37.263,00","34.686,06","29.255,32","23.832,28","9.244,83","5.608,98","24.588,51",0,0
 JAZIEL PEREIRA DE SOUSA,M,69,20,3,12,26,1, 03/05/1961,"33.763,00",0,"1.115.897,66","111.279,95","111.565,34","111.653,51","111.653,51","111.653,51","111.477,80","111.653,51","111.653,51","111.653,51","111.653,51",0,0,"324.091,32","53.231,07","44.873,85","55.545,89","35.428,27","35.377,77","36.517,71","20.837,34","20.773,89","21.505,53",0,0,0
 LUIZ ALBERTO OVANDO,M,86,1,5,70,12,0, 25/09/1949,"33.763,00",0,"973.451,59","96.640,72","96.640,72","97.315,81","97.550,62","97.550,62","97.550,62","97.550,62","97.550,62","97.550,62","97.550,62",0,0,"340.885,82","40.038,05","41.231,34","52.947,39","46.480,82","47.335,38","30.870,88","29.474,27","27.038,62","21.398,59","3.657,89",0,0
 ÉDIO VIEIRA LOPES,M,71,16,5,18,5,2, 04/01/1952,"33.763,00",0,"1.109.839,83","110.495,02","110.495,02","111.469,88","111.408,97","111.368,53","111.370,96","111.441,31","111.441,31","111.441,31","108.907,52",0,0,"343.353,54","42.432,81","39.836,40","47.117,63","54.268,93","97.784,62","14.519,68","22.739,81","16.760,34","878,14","7.015,18",0,0
 JOSE EDUARDO PEREIRA DA COSTA,M,83,0,9,10,9,6, 16/02/1968,"33.763,00",0,"1.112.028,74","111.313,96","111.313,96","111.421,78","111.429,22","111.429,22","111.429,22","111.429,22","110.376,50","111.374,63","110.511,03",0,0,"327.904,71","37.602,77","27.632,71","45.130,56","42.628,52","64.988,16","22.063,45","21.894,85","13.694,30","16.136,05","36.133,34",0,0
 EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,M,84,5,3,2,40,1, 17/10/1972,"33.763,00",0,"1.055.312,52","110.448,12","108.787,76","97.120,73","102.047,21","105.204,32","111.471,69","102.622,24","103.739,73","108.433,33","105.437,39",0,0,"312.968,63","32.850,43","40.394,52","45.258,71","48.013,04","46.806,07","25.355,86","21.639,01","25.533,18","16.448,58","10.669,23",0,0
 EFRAIM DE ARAÚJO MORAIS FILHO,M,73,10,9,6,14,5, 18/03/1979,"33.763,00",0,"1.115.589,62","111.148,60","111.617,23","111.617,23","111.617,23","111.617,23","111.617,23","111.617,23","111.617,23","111.575,98","111.544,43",0,0,"259.626,75","31.920,25","54.289,28","52.463,46","51.650,40","42.763,10","7.412,58","9.627,39","8.755,96","1,36","558,52",0,0
 EDUARDO PEDROSA CURY,M,88,1,3,73,3,1, 19/09/1963,"33.763,00",1,"989.725,85","101.582,78","92.109,71","91.148,77","97.477,96","98.965,06","103.240,48","98.460,60","98.460,60","98.460,60","109.819,29",0,0,"326.758,44","44.245,79","43.411,00","38.868,35","28.628,41","38.316,02","37.405,99","32.488,40","25.399,98","15.738,89","21.411,50",0,0
 ELI DIAS BORGES,M,81,11,0,6,11,0, 01/09/1960,"33.763,00",0,"1.104.364,78","111.130,49","111.392,69","111.205,19","108.796,48","110.064,23","111.248,28","109.041,83","110.416,27","110.246,84","110.822,48",0,0,"387.768,57","31.188,98","46.066,46","51.592,15","46.239,19","48.724,20","43.313,71","41.770,08","35.826,39","32.457,67","10.263,37",0,0
 ADRIANO ELI CORRÊA,M,82,10,0,42,27,0, 13/01/1976,"33.763,00",0,"1.048.068,72","105.205,60","105.205,60","105.205,60","105.205,60","101.881,14","104.761,01","106.115,52","106.115,52","106.115,52","102.257,61",0,0,"259.050,20","22.593,30","23.225,37","28.285,66","57.687,80","56.126,53","30.297,57","22.196,45","6.522,28","421,69","11.693,55",0,0
 ELIAS VAZ DE ANDRADE,M,82,1,9,81,14,5, 04/07/1966,"33.763,00",0,"1.074.212,44","105.866,83","105.866,83","104.555,04","105.866,83","106.630,73","108.826,95","108.826,95","108.826,95","108.826,95","110.118,38",0,0,"165.066,01","15.838,58","26.200,21","25.592,46","27.999,68","27.596,14","12.853,99","11.787,89","3.017,22","323,45","13.514,24",0,0
 ELMAR JOSE VIEIRA NASCIMENTO,M,68,0,24,1,0,0, 06/07/1970,"33.763,00",1,"1.088.843,14","111.611,09","111.611,09","111.611,09","111.095,09","111.611,09","110.283,89","98.339,09","103.946,26","108.324,61","110.409,84",0,0,"387.228,91","11.585,43","41.325,81","49.088,47","60.314,77","42.793,20","47.062,33","37.636,26","47.299,08","35.416,34","14.707,22",0,0
